"gene_id","aqp_family_subfamily","subfamilia_phylo","fuente_seq","needs_reannotation","GreenFruit_1","GreenFruit_2","GreenFruit_3","RedFruit_1","RedFruit_2","RedFruit_3","Crown_1","Crown_2","Crown_3","LeafCtrl_1","LeafCtrl_2","LeafCtrl_3","RootsCtrl_1","RootsCtrl_3","AuxBud_1"
"Fxa6Ag04862","FaNIP2","NIP","EXONERATE",FALSE,0,0.144278196392371,0,0,0,0,0,0,0.443274341178083,0,0,1.13155260660145,0.6645644392413,2.80311152680369,0.316817416466533
"Fxa6Ag04864","FaNIP2","NIP","GFF3_FALLBACK",TRUE,0,0,0.64338375628255,0,0,0,0,0,0,3.12616085069421,0,3.17583841330127,1.81336943024684,1.63172996194426,0
"Fxa6Bg00716","FaNIP1","NIP","GFF3",FALSE,0,0,0,0.464610910514369,0.540112410616516,0.446159215256074,0.708598896501092,1.53087352485134,0.53657553386899,0,0.125168992125954,0.0733780642126527,0.603332381864038,1.27241833465223,0.287626293563023
"Fxa6Bg01475","FaPIP2","PIP","GFF3",FALSE,7.8588596928382,4.5917318813455,4.22764351373642,2.29396789289858,3.46677327331861,1.10143228641055,0,0.12597547161235,0.0662321427970592,0.291787664771125,1.66862386372917,0.362296535741102,35.5232713996703,19.6849559891481,0
"Fxa6Bg01476","FaPIP2","PIP","GFF3",FALSE,27.2886793404331,25.9274735209833,21.8715015039264,1.42200205446406,1.57222682519522,0.692659254131149,10.835937101606,12.2398561764837,9.99635994593725,0.440392595144324,1.04934981036617,0.136702755848139,21.0750651893255,6.0842970352654,1.80847863045207
"Fxa6Bg01580","FaTIP1","TIP","GFF3",FALSE,333.133035952671,166.743276951812,273.096059226093,361.073369872181,368.744978130361,377.188834862365,150.340957625171,166.480800313826,208.292622044905,39.5379506907815,11.4008185935291,14.003574696231,31.4020403040949,43.3231035221434,161.944082785761
"Fxa6Bg02677","FaNIP6","NIP","GFF3",FALSE,5.59745179073731,2.97408334176934,3.86155832902181,0.255430201291244,0.36375007094302,0.114466786304042,1.22713930563551,0.883713425455012,1.44547234742001,0.500348451054507,0.385360878815884,0.903643460908972,1.1028872761189,0.261161724553213,0.830177062341549
"Fxa6Bg02964","FaTIP2","TIP","GFF3",FALSE,18.1775312301041,11.7822761210562,16.4836697300851,1.01315153389585,0.809733041400083,0.324304977971082,26.5903640747778,23.2984958627577,33.2010438803485,20.0393851732896,11.0544408594334,12.4808986122734,90.2045163475158,63.4479772944392,63.0346939744666
"Fxa6Bg03993","FaSIP1","SIP","GFF3",FALSE,69.312798345356,67.5526016472328,62.1317288608397,21.3061860106817,22.9926262375519,21.5678444888275,10.1993668989261,9.45839804699389,15.0823178729766,12.8076296910861,11.115816823461,13.5111656279383,5.77580643319944,9.53752905442215,9.2564361286224
"Fxa6Bg04002","FaSIP1","SIP","EXONERATE",FALSE,5.74605670553565,9.02760166010846,6.30288334694498,2.77944226113021,4.47644050642604,3.50313950208807,4.73949542155806,3.22761049760785,6.90474973035655,4.94954509586984,3.60359312950229,4.22508296282854,5.3951752429114,4.44032710883063,4.76768156372866
"Fxa6Bg04544","FaNIP2","NIP","EXONERATE",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77928001169454,0
"Fxa6Bg04546","FaNIP2","NIP","GFF3",FALSE,0.081163050965691,0,0,0,0,0,0,0,0,0,0,0.0868062499635681,0,0,0
"Fxa6Cg00057","FaSIP1","SIP","EXONERATE",FALSE,12.8502009718201,12.9011488968832,11.6652090333813,8.57352981367735,12.7180131719614,11.0459928006392,9.28023841415496,7.00350260652533,11.0463643146899,6.55229246710977,6.26522627147648,7.89865786747662,9.09225742350518,8.12672788598901,13.3906527785065
"Fxa6Cg01396","FaPIP2","PIP","GFF3",FALSE,3.60601388432667,1.58873666704107,1.94730230541294,0.805050347336928,0.218370807163137,0.42089820705577,0.71622735352084,0.618941688277217,0.976233716524801,0.382295690931847,0.50606602079632,0.474675324476107,9.26937932136567,1.92060081645114,0.872168246629501
"Fxa6Cg01397","FaPIP2","PIP","GFF3",FALSE,15.9213654549217,12.9700352964849,13.6562472517141,3.18477759087836,6.12565542984616,1.81644270478641,12.6729986272096,15.192028721499,15.4479146509672,2.11386821802774,2.78459469097904,1.66442662172033,20.856957951255,6.5864852114321,8.21797743221651
"Fxa6Cg01508","FaTIP1","TIP","GFF3",FALSE,417.836645081883,268.996941472163,336.56546637644,24.6320719061937,23.292099266066,20.8791841038282,218.886546801139,182.018679166496,149.713767803467,25.4051225108269,35.7586622744373,29.3879484697268,122.212758432905,68.0395366974284,139.062880793824
"Fxa6Cg02462","FaNIP6","NIP","GFF3",FALSE,3.06275664021476,2.77245057283583,3.39817132953919,0.357602281807742,0.207857183396011,0.228933572608083,0.49994564303669,0.540047093333618,0.929232223341434,0.45486222823137,0.289020659111913,0.0564777163068107,1.1028872761189,0.652904311383033,1.16224788727817
"Fxa6Cg03541","FaSIP1","SIP","GFF3",FALSE,51.8728039229761,64.8846473957623,59.9516681990558,12.6539277322323,18.8121487398152,14.5401198801084,0.192440884885398,0.311815320230568,0,4.23711057449464,4.28315877601249,7.53277375716913,2.45778997157423,3.04095129271431,6.09284403402993
"Fxa6Cg03543","FaSIP1","SIP","GFF3",FALSE,19.0051221269524,15.0472619782936,19.0755307906087,11.031629305023,11.2212817044512,9.20874259073534,1.34708619419778,2.28664568169083,2.73230396249576,3.27413089847313,0.713859796002082,3.58703512246149,5.77580643319944,4.28497682155198,6.09284403402993
"Fxa6Cg04054","FaNIP2","NIP","EXONERATE",FALSE,0,0,0,0,0,0,0,2.14068957434886,0,0,0,0,0,0,0
"Fxa6Cg04057","FaNIP2","NIP","EXONERATE",FALSE,2.07445497675888,1.89774228289901,1.76981921456638,0,0,0,0,0,0.253501939523568,0.446724118077709,0.157694268035147,0.369781682485913,0.475068029649332,0.213740985430399,1.08709873892989
"Fxa6Dg00623","FaNIP1","NIP","GFF3",FALSE,0,0,0,7.65804971145351,7.69110070636241,8.68817039749689,0,0,0,0,0,0,0,0,0
"Fxa6Dg00624","FaNIP1","NIP","GFF3",FALSE,10.5299998725496,18.0149621261213,13.5338239348096,653.621439551752,749.37019353978,844.253012913969,17.1844684366576,14.685004238862,12.1659574447343,0.235593342810991,0.062373596328982,0.0731307918816917,3.23198345967162,1.69084065138285,1.79160649370817
"Fxa6Dg01485","FaTIP1","TIP","GFF3",FALSE,24.2143908958415,11.9141108418705,13.9180613133941,1.15682127258826,1.91215210931662,0.40500794325348,53.5820279288781,41.6902251357997,48.8789554607888,31.0936028760912,21.2704301646966,15.7466217705552,14.4588660869185,20.9758435853802,123.133451912548
"Fxa6Dg02490","FaNIP6","NIP","GFF3",FALSE,3.90765502372227,3.37734887963637,2.98627177444353,0.204344161032995,0.103928591698006,0.572333931520208,1.45438732519764,1.17828456727335,1.23897629778858,1.27361423904784,0.578041318223826,0.79068802829535,1.8574943597792,1.10993732935116,2.82260201196127
"Fxa6Dg02788","FaTIP2","TIP","GFF3",FALSE,15.1853450193874,11.9250915891902,16.1189867714549,2.24340696791224,3.68060473363674,2.91874480173974,22.3410564986632,17.8737714529216,22.3777960955653,16.9464897124604,17.1275596031962,15.2811002240014,87.3265235743498,60.9507536983024,54.0185374980193
"Fxa6Dg03788","FaSIP1","SIP","GFF3",FALSE,46.7302414650948,51.5448761384099,49.269370956315,16.980056871457,16.9419351224067,18.1751498501355,8.46739893495749,8.00325988591791,10.3827550574839,7.31864553776347,6.62869810573362,8.36974861907681,11.7973918635563,15.6194316398508,11.4826676025949
